ID,Hex,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
24040000,16ED240,St. Trina's Torch,トリーナの灯火,托莉娜烛火,Смолоскип св. Тріни,,Факел св. Трины,,
24050000,16EF950,Ghostflame Torch,霊火のトーチ,灵火火把,Сколоскип примарного полум'я,,Факел с пламенем смерти,,
24060000,16F2060,Beast-Repellent Torch,獣除けの松明,驱兽火把,Смолоскип-звіровідлякувач,,Пахучий факел,,
24070000,16F4770,Sentry's Torch,歩哨の松明,哨兵火把,Смолоскип чатового,,Факел часового,,
30000000,1C9C380,Buckler,バックラー,小圆盾,Баклер,,Баклер,,
30000100,1C9C3E4,Heavy Buckler,重厚なバックラー,厚重小圆盾,Важкий баклер,,Тяжелый баклер,,
30000200,1C9C448,Keen Buckler,鋭利なバックラー,锋利小圆盾,Стрімкий баклер,,Острый баклер,,
30000300,1C9C4AC,Quality Buckler,上質なバックラー,优质小圆盾,Якісний баклер,,Качественный баклер,,
30000400,1C9C510,Fire Buckler,炎のバックラー,火焰小圆盾,Вогняний баклер,,Огненный баклер,,
30000500,1C9C574,Flame Art Buckler,炎術のバックラー,焰术小圆盾,Полум'яний баклер,,Пылающий баклер,,
30000600,1C9C5D8,Lightning Buckler,雷のバックラー,雷电小圆盾,Блискавковий баклер,,Громовой баклер,,
30000700,1C9C63C,Sacred Buckler,神聖なバックラー,神圣小圆盾,Священний баклер,,Священный баклер,,
30000800,1C9C6A0,Magic Buckler,魔力のバックラー,魔力小圆盾,Магічний баклер,,Зачарованный баклер,,
30000900,1C9C704,Cold Buckler,冷たいバックラー,寒冷小圆盾,Морозний баклер,,Морозный баклер,,
30001000,1C9C768,Poison Buckler,毒のバックラー,毒小圆盾,Отруйний баклер,,Отравленный баклер,,
30001100,1C9C7CC,Bloody Buckler,血のバックラー,血小圆盾,Кривавий баклер,,Окровавленный баклер,,
30001200,1C9C830,Occult Buckler,神秘のバックラー,神秘小圆盾,Окультний баклер,,Оккультный баклер,,
30010000,1C9EA90,Perfumer's Shield,調香師の盾,调香师盾,Щит парфумера,,Щит парфюмера,,
30010100,1C9EAF4,Perfumer's Heavy Shield,重厚な調香師盾,厚重调香师盾,Важкий щит парфумера,,Тяжёлый щит парфюмера,,
30010200,1C9EB58,Perfumer's Keen Shield,鋭利な調香師盾,锋利调香师盾,Стрімкий щит парфумера,,Острый щит парфюмера,,
30010300,1C9EBBC,Perfumer's Quality Shield,上質な調香師盾,优质调香师盾,Якісний щит парфумера,,Качественный щит парфюмера,,
30010400,1C9EC20,Perfumer's Fire Shield,炎の調香師盾,火焰调香师盾,Вогняний щит парфумера,,Огненный щит парфюмера,,
30010500,1C9EC84,Perfumer's Flame Art Shield,炎術の調香師盾,焰术调香师盾,Полум'яний щит парфумера,,Пылающий щит парфюмера,,
30010600,1C9ECE8,Perfumer's Lightning Shield,雷の調香師盾,雷电调香师盾,Блискавковий щит парфумера,,Громовой щит парфюмера,,
30010700,1C9ED4C,Perfumer's Sacred Shield,神聖な調香師盾,神圣调香师盾,Священний щит парфумера,,Священный щит парфюмера,,
30010800,1C9EDB0,Perfumer's Magic Shield,魔力の調香師盾,魔力调香师盾,Магічний щит парфумера,,Зачарованный щит парфюмера,,
30010900,1C9EE14,Perfumer's Cold Shield,冷たい調香師盾,寒冷调香师盾,Морозний щит парфумера,,Морозный щит парфюмера,,
30011000,1C9EE78,Perfumer's Poison Shield,毒の調香師盾,毒调香师盾,Отруйний щит парфумера,,Отравленный щит парфюмера,,
30011100,1C9EEDC,Perfumer's Blood Shield,血の調香師盾,血调香师盾,Кривавий щит парфумера,,Кровавый щит парфюмера,,
30011200,1C9EF40,Perfumer's Occult Shield,神秘の調香師盾,神秘调香师盾,Окультний щит парфумера,,Оккультный щит парфюмера,,
30020000,1CA11A0,Man-Serpent's Shield,蛇人の盾,蛇人盾,Щит змієлюда,,Баклер змеелюда,,
30020100,1CA1204,Man-serpent's Heavy Shield,重厚な蛇人盾,厚重蛇人盾,Важкий щит змієлюда,,Тяжёлый баклер змеелюда,,
30020200,1CA1268,Man-serpent's Keen Shield,鋭利な蛇人盾,锋利蛇人盾,Стрімкий щит змієлюда,,Острый баклер змеелюда,,
30020300,1CA12CC,Man-serpent's Quality Shield,上質な蛇人盾,优质蛇人盾,Якісний щит змієлюда,,Качественный баклер змеелюда,,
30020400,1CA1330,Man-serpent's Fire Shield,炎の蛇人盾,火焰蛇人盾,Вогняний щит змієлюда,,Огненный баклер змеелюда,,
30020500,1CA1394,Man-serpent's Flame Art Shield,炎術の蛇人盾,焰术蛇人盾,Полум'яний щит змієлюда,,Пылающий баклер змеелюда,,
30020600,1CA13F8,Man-serpent's Lightning Shield,雷の蛇人盾,雷电蛇人盾,Блискавковий щит змієлюда,,Громовой баклер змеелюда,,
30020700,1CA145C,Man-serpent's Sacred Shield,神聖な蛇人盾,神圣蛇人盾,Священний щит змієлюда,,Священный баклер змеелюда,,
30020800,1CA14C0,Man-serpent's Magic Shield,魔力の蛇人盾,魔力蛇人盾,Магічний щит змієлюда,,Зачарованный баклер змеелюда,,
30020900,1CA1524,Man-serpent's Cold Shield,冷たい蛇人盾,寒冷蛇人盾,Морозний щит змієлюда,,Морозный баклер змеелюда,,
30021000,1CA1588,Man-serpent's Poison Shield,毒の蛇人盾,毒蛇人盾,Отруйний щит змієлюда,,Отравленный баклер змеелюда,,
30021100,1CA15EC,Man-serpent's Blood Shield,血の蛇人盾,血蛇人盾,Кривавий щит змієлюда,,Кровавый баклер змеелюда,,
30021200,1CA1650,Man-serpent's Occult Shield,神秘の蛇人盾,神秘蛇人盾,Окультний щит змієлюда,,Оккультный баклер змеелюда,,
30030000,1CA38B0,Rickety Shield,壊れかけの木盾,半坏木盾,Розбитий щит,,Ветхий щит,,
30030100,1CA3914,Heavy Rickety Shield,重厚な壊れかけ木盾,厚重半坏木盾,Важкий розбитий щит,,Тяжёлый ветхий щит,,
30030200,1CA3978,Keen Rickety Shield,鋭利な壊れかけ木盾,锋利半坏木盾,Стрімкий розбитий щит,,Острый ветхий щит,,
30030300,1CA39DC,Quality Rickety Shield,上質な壊れかけ木盾,优质半坏木盾,Якісний розбитий щит,,Качественный ветхий щит,,
30030400,1CA3A40,Fire Rickety Shield,炎の壊れかけ木盾,火焰半坏木盾,Вогняний розбитий щит,,Огненный ветхий щит,,
30030500,1CA3AA4,Flame Art Rickety Shield,炎術の壊れかけ木盾,焰术半坏木盾,Полум'яний розбитий щит,,Пылающий ветхий щит,,
30030600,1CA3B08,Lightning Rickety Shield,雷の壊れかけ木盾,雷电半坏木盾,Блискавковий розбитий щит,,Громовой ветхий щит,,
30030700,1CA3B6C,Sacred Rickety Shield,神聖な壊れかけ木盾,神圣半坏木盾,Священний розбитий щит,,Священный ветхий щит,,
30030800,1CA3BD0,Magic Rickety Shield,魔力の壊れかけ木盾,魔力半坏木盾,Магічний розбитий щит,,Зачарованный ветхий щит,,
30030900,1CA3C34,Cold Rickety Shield,冷たい壊れかけ木盾,寒冷半坏木盾,Морозний розбитий щит,,Морозный ветхий щит,,
30031000,1CA3C98,Poison Rickety Shield,毒の壊れかけ木盾,毒半坏木盾,Отруйний розбитий щит,,Отравленный ветхий щит,,
30031100,1CA3CFC,Bloody Rickety Shield,血の壊れかけ木盾,血半坏木盾,Кривавий розбитий щит,,Окровавленный ветхий щит,,
30031200,1CA3D60,Occult Rickety Shield,神秘の壊れかけ木盾,神秘半坏木盾,Окультний розбитий щит,,Оккультный ветхий щит,,
30040000,1CA5FC0,Pillory Shield,首枷の盾,枷锁盾,Щит ганьби,,Щит позора,,
30040100,1CA6024,Heavy Pillory Shield,重厚な首枷盾,厚重枷锁盾,Важкий щит ганьби,,Тяжёлый щит позора,,
30040200,1CA6088,Keen Pillory Shield,鋭利な首枷盾,锋利枷锁盾,Стрімкий щит ганьби,,Острый щит позора,,
30040300,1CA60EC,Quality Pillory Shield,上質な首枷盾,优质枷锁盾,Якісний щит ганьби,,Качественный щит позора,,
30040400,1CA6150,Fire Pillory Shield,炎の首枷盾,火焰枷锁盾,Вогняний щит ганьби,,Огненный щит позора,,
30040500,1CA61B4,Flame Art Pillory Shield,炎術の首枷盾,焰术枷锁盾,Полум'яний щит ганьби,,Пылающий щит позора,,
30040600,1CA6218,Lightning Pillory Shield,雷の首枷盾,雷电枷锁盾,Блискавковий щит ганьби,,Громовой щит позора,,
30040700,1CA627C,Sacred Pillory Shield,神聖な首枷盾,神圣枷锁盾,Священний щит ганьби,,Священный щит позора,,
30040800,1CA62E0,Magic Pillory Shield,魔力の首枷盾,魔力枷锁盾,Магічний щит ганьби,,Зачарованный щит позора,,
30040900,1CA6344,Cold Pillory Shield,冷たい首枷盾,寒冷枷锁盾,Морозний щит ганьби,,Морозный щит позора,,
30041000,1CA63A8,Poison Pillory Shield,毒の首枷盾,毒枷锁盾,Отруйний щит ганьби,,Отравленный щит позора,,
30041100,1CA640C,Blood Pillory Shield,血の首枷盾,血枷锁盾,Кривавий щит ганьби,,Кровавый щит позора,,
30041200,1CA6470,Occult Pillory Shield,神秘の首枷盾,神秘枷锁盾,Окультний щит ганьби,,Оккультный щит позора,,
30060000,1CAADE0,Beastman's Jar-Shield,獣人の壺盾,兽人壶盾,Горщик-щит звіролюда,,Щит-кувшин зверочеловека,,
30060100,1CAAE44,Beastman's Heavy Jar-Shield,重厚な獣人壺盾,厚重兽人壶盾,Важкий горщик-щит звіролюда,,Тяжёлый щит-кувшин зверочеловека,,
30060200,1CAAEA8,Beastman's Keen Jar-Shield,鋭利な獣人壺盾,锋利兽人壶盾,Стрімкий горщик-щит звіролюда,,Острый щит-кувшин зверочеловека,,
30060300,1CAAF0C,Beastman's Quality Jar-Shield,上質な獣人壺盾,优质兽人壶盾,Якісний горщик-щит звіролюда,,Качественный щит-кувшин зверочеловека,,
